,num_neighbors,nearest_neighbor_dist,average_dist,metal_atomic_number,metal_atomic_radius_rahm,metal_atomic_radius,metal_atomic_volume,metal_covalent_radius_cordero,metal_electron_affinity,metal_electronegativity_allen,metal_electronegativity_mulliken,metal_electrophilicity,metal_hardness,metal_mendeleev_number,metal_nvalence,metal_proton_affinity,metal_softness,metal_vdw_radius,metal_oxistate,metal_ion_energy_1,metal_ion_energy_2,metal_ion_energy_3,closest_neighbor_atomic_number,closest_neighbor_atomic_radius_rahm,closest_neighbor_atomic_radius,closest_neighbor_atomic_volume,closest_neighbor_covalent_radius_cordero,closest_neighbor_electron_affinity,closest_neighbor_electronegativity_allen,closest_neighbor_electronegativity_mulliken,closest_neighbor_electrophilicity,closest_neighbor_hardness,closest_neighbor_mendeleev_number,closest_neighbor_nvalence,closest_neighbor_proton_affinity,closest_neighbor_softness,closest_neighbor_vdw_radius,closest_neighbor_oxistate,closest_neighbor_ion_energy_1,closest_neighbor_ion_energy_2,closest_neighbor_ion_energy_3
1597,12,78.71949793812487,80.39170740506309,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1598,12,79.05001560921015,80.9815058562197,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1599,11,79.59583367475031,81.5969363467603,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,16,214.0,100.0,15.5,105.0,2.07710403,15.31,6.218557015,2.3343529124239053,4.141452985000001,100,6,664.3,0.1207305749482026,180.0,-2,10.36001,23.33788,34.856
1600,1,72.58544946428096,72.58544946428096,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1601,5,70.6280836251693,73.36316057772233,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1602,4,73.18473380176594,73.81591799453528,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,1,154.0,25.0,14.1,31.0,0.754195,13.61,7.176314502567999,2.00476999140139,6.422119502568,105,1,,0.07785591653971341,110.00000000000001,-1,13.598434005136,0.0,0.0
1603,12,76.7914381959225,78.78857377012797,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1604,9,73.98855105175306,75.75469360359047,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1605,9,71.48924107162061,73.09151159474426,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
1606,3,77.08745732611077,78.66435111143738,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1607,12,82.69456926364124,84.43297701998517,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1608,6,78.04636119141435,79.27448546653198,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1609,12,82.2754348953118,84.80528576529574,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1610,12,78.90718350438702,81.18715812607618,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1611,12,78.89507394252357,81.06922191260327,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1612,12,74.60105965373744,76.84891591742013,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1613,6,70.8013244837754,72.48133318966173,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
1614,5,68.72452763793594,70.42565408644963,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1615,3,86.61676812619248,87.54244680816934,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1616,5,74.26810874817434,76.06906596544114,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1617,6,73.4101329405103,75.38251694323988,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,15,223.0,100.0,17.0,107.0,0.746607,13.33,5.6166465,1.6194282359497416,4.870039500000001,94,5,626.8,0.10266857178468469,180.0,-3,10.486686,19.76949,30.20264
1618,6,77.14566982987097,78.89274717863753,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1619,8,77.43107482511425,78.89929683649166,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1620,12,78.12849049934819,80.31291160684839,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1621,12,78.48058689584131,80.68013200480787,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1622,12,78.91741933385559,81.39482709044628,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1623,12,73.1956445717391,75.36826508626508,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1624,1,75.49776952651413,75.49776952651413,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1625,8,87.67592400082891,89.19600708721754,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1626,12,76.56255672804485,79.25726450126257,34,224.00000000000003,115.0,16.5,120.0,2.02067,14.34,5.886531,2.2408492709619536,3.865861,101,6,,0.12933729381371964,190.0,-2,9.752392,21.196,31.697,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1627,12,65.8229644491145,68.23320784805301,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1628,12,75.9311943221594,78.07109942440975,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1629,13,78.81766693020629,80.78235776060478,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1630,6,69.46985124469785,70.76392832417646,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
1631,1,81.95197126675664,81.95197126675664,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1632,8,80.53576064989072,82.16157848184062,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1633,6,67.74352026004944,69.20061586764702,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1634,8,79.85138047533749,82.21040515813725,35,219.0,115.0,23.5,120.0,3.3635882000000006,15.88,7.5886991,3.4075054710599915,4.2251109,108,7,554.4,0.11834008901399488,185.0,-1,11.81381,21.591,35.0,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1635,4,83.01483475342637,84.90828423547228,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1636,12,79.33205568740306,80.97703432080398,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
1637,11,75.34178220509924,77.65706982969944,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1638,3,74.34688343746781,75.83479996074631,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28
1639,7,72.75889156891452,74.56905142008567,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1640,7,73.15129995421205,74.74780853709733,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,16,214.0,100.0,15.5,105.0,2.07710403,15.31,6.218557015,2.3343529124239053,4.141452985000001,100,6,664.3,0.1207305749482026,180.0,-2,10.36001,23.33788,34.856
1641,12,74.46259312590759,76.93282485671558,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1642,8,65.37991787533922,66.8241616103237,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1643,8,81.77408789410535,83.4291602492744,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1644,6,66.87615451451008,68.42566524967206,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1645,12,69.5468167535307,71.26328278229788,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1646,10,79.39593783362719,81.50067209223052,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1647,7,110.4685497485326,112.6685087031318,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1648,2,69.87284410160274,70.49590741086867,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1649,12,80.62236725265707,82.86974003895159,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1650,12,75.09286137271769,77.17187894036174,53,238.0,140.0,25.7,139.0,3.0590368,13.95,6.7551483999999995,3.0864889135126865,3.6961116,109,7,608.2,0.1352773006096461,198.0,-1,10.45126,19.13126,29.57,53,238.0,140.0,25.7,139.0,3.0590368,13.95,6.7551483999999995,3.0864889135126865,3.6961116,109,7,608.2,0.1352773006096461,198.0,-1,10.45126,19.13126,29.57
1651,8,52.68401350428554,53.87637815005775,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1652,12,79.28595884116135,81.27286932786184,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1653,11,79.68299462161694,81.63834114112055,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1654,12,65.2033964440295,67.10728908396918,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1655,10,80.00576887590799,81.72215081968494,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,16,214.0,100.0,15.5,105.0,2.07710403,15.31,6.218557015,2.3343529124239053,4.141452985000001,100,6,664.3,0.1207305749482026,180.0,-2,10.36001,23.33788,34.856
1656,10,81.99423787264108,84.04044751269808,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1657,10,82.08848209986951,83.75667941793911,72,264.0,155.0,13.6,175.0,0.013999999999999999,6.83,3.419535,0.8583981383413326,3.405535,45,4,,0.14681980951597914,223.0,4,6.82507,15.0,23.28,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
1658,6,76.0704489511655,78.0817446731143,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
1659,6,66.30560291905242,67.3233007642476,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
1660,12,76.50323084201176,78.78470319752233,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1661,12,66.03271919158824,68.32672533106998,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1662,1,68.01849288394584,68.01849288394584,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1663,1,71.78379186801912,71.78379186801912,35,219.0,115.0,23.5,120.0,3.3635882000000006,15.88,7.5886991,3.4075054710599915,4.2251109,108,7,554.4,0.11834008901399488,185.0,-1,11.81381,21.591,35.0,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1664,10,76.59485570247264,79.55982730203428,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1665,12,79.42750350042482,81.37271201937135,40,269.0,155.0,14.1,175.0,0.426,7.808,3.52995,1.0036040369931862,3.1039499999999998,44,4,,0.1610850690249521,223.0,4,6.6339,13.13,23.17,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
1666,12,79.46140861707607,81.46218532088533,22,257.0,140.0,10.6,160.0,0.079,8.17,3.45356,0.8836023565738941,3.3745600000000002,43,4,876.0,0.14816746479541035,211.0,2,6.82812,13.5755,27.49171,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
